,content,page_number,real_page_num,section_level_1,section_level_2,section_level_3
375,"Thus, in addition to associating each expression in a language with a meaning, an adequate semantic theory must also be able to explain how the meanings of smaller expressions contribute to the meanings of larger ones that contain them.",21,3,1 Introduction,,
376,A theory that derives the meaning of larger expressions from those of smaller ones is said to be compositional.,21,3,1 Introduction,,
377,"The Principle of Compositionaiity, given an initial definition in (3), is generally attributed to the German philosopher Gottlob Frege, and is thus sometimes referred to as the Fregean Principle of Compositionaiity or just the",21,3,1 Introduction,,
378,"Fregean Principle, although it is unlikely that he ever stated the principle in precisely this way.",21,3,1 Introduction,,
379,The meaning of an expression is a function of the meaning of its parts.,21,3,1 Introduction,,
380,"The notion of a function will be discussed in more detail in Chapter 4, but essentially it is an operation that derives a single result given a specified input.",21,3,1 Introduction,,
381,"Thus,",21,3,1 Introduction,,
382,1 Introduction the principle (3) minimally requires that the meaning of a larger expression be uniquely determined from the meanings of its component parts.,22,4,1 Introduction,,
383,"This cannot be all there is to compositionality, however, since, otherwise, we would expect that sentences containing the same words mean the same thing.",22,4,1 Introduction,,
384,"This is, of course, not true.",22,4,1 Introduction,,
385,The sentence Jo kicked Chester does not mean the same as Chester kicked Jo.,22,4,1 Introduction,,
386,"It must also be the case, therefore, that the syntactic structure of an expression is relevant to the derivation of its meaning.",22,4,1 Introduction,,
387,"Indeed, we may strengthen the principle of compositionality so that, in deriving the meaning of a composite expression, the meaning of its component expressions are combined in some way that refers to the way they are combined by the syntax.",22,4,1 Introduction,,
388,"This implies that wherever meanings are combined in a particular way to derive the meaning of a composite expression, all other composite expressions of the same sort have their meanings determined in the same way.",22,4,1 Introduction,,
389,"In other words, the construction of meanings is rule-governed, in the same way that the construction of the well-formed syntactic expressions of a language is rule-governed.",22,4,1 Introduction,,
390,"For example, whatever rule derives the meaning of the sentence Jo sang from the subject Jo and intransitive verb sang applies to all declarative sentences derived by combining a subject noun phrase with the appropriate form of an intransitive verb.",22,4,1 Introduction,,
391,"Furthermore, it is a general property of human languages that all the sub-expressions of a grammatically well-formed phrase have a role to play in the interpretation of a sentence, even if, on occasions, this role is predictably redundant",22,4,1 Introduction,,
392,"(as, for example, in double negative constructions in certain dialects of English like",22,4,1 Introduction,,
393,/ never did nothing where the second negative expression merely reinforces the idea of negation introduced by the first).,22,4,1 Introduction,,
394,"Semantic rules should, therefore, not be allowed to delete meanings during the derivation of the meaning of a composite expression.",22,4,1 Introduction,,
395,The effect of this restriction is to make the creation of the meanings of larger expressions monotonic with respect to their component parts where a derivation is said to be monotonic if all properties of previous parts of a derivation are maintained throughout.,22,4,1 Introduction,,
396,"In other words, once information is introduced into a monotonic derivation, it is not lost thereafter.",22,4,1 Introduction,,
397,The initial definition of compositionality in (3) may thus be strengthened to give the statement in (4).,22,4,1 Introduction,,
398,The principle of compositionality: The meaning of an expression is a monotonic function of the meaning of its parts and the way they are put together.,22,4,1 Introduction,,
399,The implications of this interpretation of the principle of compositionality is that meanings should be ascribed not only to lexemes and sentences but also to other syntactic constituents.,22,4,1 Introduction,,
400,"It is thus generally assumed that meanings should be assigned to all the well-formed constituents of a language, not just to its words (lexemes) and sentences.",22,4,1 Introduction,,
401,"Indeed, the concept of syntax as a bridge between phonology and semantics, current in many grammatical theories, would seem to require that all constituents be assigned a meaning by the semantics and, furthermore, that (surface) syntactic structure should directly determine how the meanings of sentences are derived.",22,4,1 Introduction,,
402,"It is common to assume that semantic constituency parallels syntactic constituency and hence that an adequate semantic theory must be able to ascribe appropriate meanings to noun phrases like the old cat, Jo's mother, Chester and verb phrases like sang, kicked the cat, ran slowly, etc, according to their syntactic structure.",22,4,1 Introduction,,
403,Semantics and semantic theory,23,5,1 Introduction,,
404,One way in which this may be achieved is to adopt the hypothesis that for each syntactic rule of the grammar (or syntactic structure admitted by the grammar) there is a corresponding semantic rule that derives the meaning of the resultant expression,23,5,1 Introduction,,
405,(or structure).,23,5,1 Introduction,,
406,"For example, assuming that there is a rule that defines a sentence in",23,5,1 Introduction,,
407,"English as consisting of a noun phrase plus a verb phrase, then the adoption of the rule-to-rule hypothesis in (5), together with the principle of compositionality in (4), requires that there be a corresponding semantic rule deriving the meaning of the sentence from the meanings of its immediate constituents, NP and VP.",23,5,1 Introduction,,
408,Rule-to-rule hypothesis: For each syntactic rule there is a corresponding semantic rule.,23,5,1 Introduction,,
409,"The principle of compositionality in (4) is assumed to be a constraint on semantic theories and, indeed, will be seen to be the primary motivator behind much of the discussion in later chapters.",23,5,1 Introduction,,
410,"The rule-to-rule hypothesis, on the other hand, is not a necessary requirement of a semantic theory, but a means of achieving compositionality.",23,5,1 Introduction,,
411,"We will have cause to question the validity of this hypothesis in the later chapters of this book, but it is used in the earlier chapters to maintain a transparent relation between syntactic structures and semantic representations.",23,5,1 Introduction,,
412,Meaning relations,23,5,1 Introduction,,
413,Another aspect of meaning that must be accounted for by any semantic theory is the systematic relations that hold between different expressions in a language.,23,5,1 Introduction,,
414,"According to the condition of adequacy in (1 .b), a theory must satisfactorily analyse the intuitions speakers of English have about the semantic relations between lexemes and between sentences.",23,5,1 Introduction,,
415,"This assumes that expressions in a language which may not be syntactically related may be related semantically and, indeed, such is the case.",23,5,1 Introduction,,
416,Consider the sentences in (6).,23,5,1 Introduction,,
417,"Assuming that the reference of the name Jo and the discourse context are held constant for all the sentences in (6), then the sentences in (6.b) to (6.i) are semantically related to that in (6.a), even though it is not always the case that there is a direct syntactic relation between them.",23,5,1 Introduction,,
418,(6) a.,23,5,1 Introduction,,
419,b.,23,5,1 Introduction,,
420,c.,23,5,1 Introduction,,
421,d.,23,5,1 Introduction,,
422,e.,23,5,1 Introduction,,
423,f.,23,5,1 Introduction,,
424,g.,23,5,1 Introduction,,
425,h.,23,5,1 Introduction,,
426,i.,23,5,1 Introduction,,
427,Jo stroked a cat.,23,5,1 Introduction,,
428,A cat was stroked.,23,5,1 Introduction,,
429,There was a cat.,23,5,1 Introduction,,
430,No-one stroked a cat.,23,5,1 Introduction,,
431,There are no such things as cats.,23,5,1 Introduction,,
432,A cat was stroked by Jo.,23,5,1 Introduction,,
433,It was Jo who stroked the cat.,23,5,1 Introduction,,
434,Jo touched a cat.,23,5,1 Introduction,,
435,Jo stroked an animal.,23,5,1 Introduction,,
436,"The relation between the sentences in (6.a) and those in (6.b) and (6.c) is one of entailment, as it is intuitively impossible for it to be true that Jo stroked a cat on some occasion without it also being true that a cat was stroked or that there existed a cat to be stroked on that occasion.",23,5,1 Introduction,,
437,"We may thus define a sentence S, as entailing a sentence S2 if the latter truly describes a situation whenever the former also does.",23,5,1 Introduction,,
438,The,23,5,1 Introduction,,
439,I Introduction negation of an entailment always derives a contradiction and a sentence Si may be said to contradict a sentence S2 if the former must be false when the latter is true (or vice versa).,24,6,1 Introduction,,
440,"For example, the assertion that Jo stroked a cat is contradicted by the non-existence of cats, making (6.e) a contradiction of (6.a).",24,6,1 Introduction,,
441,"The relation between (6.a) and the sentences in (6.f) and (6.g) is also primarily semantic, although most syntactic theories recognise a syntactic relation between the sentences as well.",24,6,1 Introduction,,
442,"Using a common term in a technical way, we may say these sentences are paraphrases of each other, since they all have the same core meaning.",24,6,1 Introduction,,
443,Another way of putting this is to say that they mutually entail each other.,24,6,1 Introduction,,
444,"Hence, we may say that a sentence Si is a paraphrase of a sentence S2 if Si entails S2 and S2 entails S,.",24,6,1 Introduction,,
445,"An adequate theory of semantics must, therefore, provide an account of entailment, contradiction and paraphrase that allows one to identify which sentences are entailed by, or contradict or paraphrase, another in a language.",24,6,1 Introduction,,
446,"Indeed, this concern, along with compositionality, is a major motivation for the theoretical programme developed in this book.",24,6,1 Introduction,,
447,Other sorts of implication between sentences are also recognised in general linguistic semantics.,24,6,1 Introduction,,
448,"Some of these derive from lexical meaning as in (6.h) and (6.i) which are related to (6.a) by virtue of the meanings of the lexemes STROKE and CAT, respectively.",24,6,1 Introduction,,
449,"It is part of the meaning of the lexeme STROKE thai an action of stroking also involves an action of touching, so that (6.a) implies (6.h).",24,6,1 Introduction,,
450,"Furthermore, it is part of the meaning of CAT that anything that is a cat is also an animal and thus (6.a) implies (6.i).",24,6,1 Introduction,,
451,"The meaning relations that hold between the lexemes of a language (or between lexemes and larger expressions) are called sense relations and include hyponymy, which holds if the sense of one lexeme includes that of another (e.g.",24,6,1 Introduction,,
452,"between CAT and ANIMAL); synonymy, where two lexemes have the same sense (e.g.",24,6,1 Introduction,,
453,"betv/eenMERCURYand QUICKSILVER); and oppositeness, where two lexemes have opposing senses (e.g. BIG and SMALL and DEAD and ALIVE).",24,6,1 Introduction,,
454,"Hence, an adequate theory of semantics must give some account of lexical meaning and, in particular, of the sense relations that hold between lexemes in a particular language.",24,6,1 Introduction,,
455,Other implicational meaning relations hold between sentences in addition to those that have been noted above.,24,6,1 Introduction,,
456,"One of these is so-called conversational implicature, which is derived not from the conventional meanings of words or sentences, but from principles of discourse and context.",24,6,1 Introduction,,
457,"For example, in the exchange in (7), the apparent irrelevance of Ethel's reply in (7.b) to Bertie's question in (7.a) leads the latter to infer (7.c).",24,6,1 Introduction,,
458,The reason behind inference has to do with Bertie's expectations about Ethel's co-operativeness in providing him with the information he needs.,24,6,1 Introduction,,
459,"The fact that she has not given a straight answer leads Bertie, not to assume that she is being deliberately unhelpful, but to look for some piece of information that is relevant to his question that is indirectly implied by Ethel's response.",24,6,1 Introduction,,
460,This example is discussed in more detail in Section 1.3.1 below.,24,6,1 Introduction,,
461,(7) a.,24,6,1 Introduction,,
462,b.,24,6,1 Introduction,,
463,c.,24,6,1 Introduction,,
464,Bertie: Is Fiona a good lecturer?,24,6,1 Introduction,,
