,content,page_number,real_page_num,section_level_1,section_level_2,section_level_3,clean_content
187,Green ideas are very popular now.,25,7,1 Introduction,No info,No info,green idea popular
188,Green corollaries are very popular now.,25,7,1 Introduction,No info,No info,green corollary popular
189,*very Wellington are boots popular now green.,25,7,1 Introduction,No info,No info,wellington boot popular green
190,1 Introduction,26,8,1 Introduction,No info,No info,
191,Ambiguity,26,8,1 Introduction,No info,No info,ambiguity
192,The third area of meaning that Kempson (1977) suggests must be explained by a semantic theory is ambiguity.,26,8,1 Introduction,No info,No info,third area meaning kempson semantic theory ambiguity
193,A sentence is said to be ambiguous whenever it can be associated with two or more different meanings.,26,8,1 Introduction,No info,No info,sentence ambiguous associated different meaning
194,Ambiguity can arise in a sentence for a number of reasons: through the ascription of multiple meanings to single words,26,8,1 Introduction,No info,No info,ambiguity sentence number reason ascription multiple single word
195,(e.g. (lO.a)); through the assignment of different syntactic structures to a sentence,26,8,1 Introduction,No info,No info,assignment different syntactic structure sentence
196,(e.g. (lO.b)); or through the use of certain expressions that may have different semantic scope (e.g. (lO.c)).,26,8,1 Introduction,No info,No info,certain expression different semantic scope
197,(10) a.,26,8,1 Introduction,No info,No info,
198,b.,26,8,1 Introduction,No info,No info,
199,c.,26,8,1 Introduction,No info,No info,
200,Ethel's punch was impressive.,26,8,1 Introduction,No info,No info,ethel punch impressive
201,The strike was called by radical lecturers and students.,26,8,1 Introduction,No info,No info,strike radical lecturer student
202,Every good politician loves a cause.,26,8,1 Introduction,No info,No info,good politician love
203,"The first sort of ambiguity occurs where an expression is associated with two or more unrelated meanings, as in (10.a) where the word punch may be interpreted as a drink or as an action.",26,8,1 Introduction,No info,No info,first sort ambiguity expression unrelated meaning word punch action
204,"Lexemes whose word forms have this property are called homonyms and can be subdivided into homophones, where the forms of the lexeme sound the same but may be written differently, e.g. draft and draught which can both be represented phonemically as /draft/, and homographs, e.g. lead, which are written the same, but which are pronounced differently.",26,8,1 Introduction,No info,No info,lexeme word form property homonym homophone form lexeme sound draught homograph lead
205,"Some lexemes are both homophones and homographs, like PUNCH.",26,8,1 Introduction,No info,No info,lexeme homophone homograph punch
206,Homonyms can be divided into full homonyms (like,26,8,1 Introduction,No info,No info,homonym full homonym
207,"BANK, PUNCH), where all of the lexeme's associated word forms are phonetically or orthographically identical, and partial homonyms (like FIND, FOUND), where just some of its word forms are identical.",26,8,1 Introduction,No info,No info,bank punch lexeme associated word form identical partial homonym find word form identical
208,Homonymy is often contrasted with polysemy.,26,8,1 Introduction,No info,No info,homonymy polysemy
209,"A polysemous lexeme is one that is interpreted as having multiple senses that are not entirely distinct, as is the case in the standard examples of homonyms.",26,8,1 Introduction,No info,No info,polysemous lexeme multiple sens distinct standard example homonym
210,The classic example of a poly seme in English is the lexeme MOUTH which has different interpretations depending on what sort of entity is described as having a mouth.,26,8,1 Introduction,No info,No info,classic poly seme english lexeme mouth different interpretation sort entity mouth
211,"There are, for example, human mouths, mouths of caves, mouths of bottles, mouths of rivers, and so on.",26,8,1 Introduction,No info,No info,human mouth mouth cave mouth bottle mouth river
